,title,link,image,author,price,discount,publisher,pubdate,isbn,description
0,혼자 공부하는 파이썬 파이썬 최신 버전 반영 ,http://book.naver.com/bookdb/book_detail.php?bid=15028688,https://bookthumb-phinf.pstatic.net/cover/150/286/15028688.jpg?type=m1&udate=20210127,윤인성,18000,16200,한빛미디어,20190610,1162241888 9791162241882,1 1 과외하듯 배우는 파이썬 프로그래밍 자습서 파이썬 최신 버전 반영 27명의 베타리더 검증으로 함께 만든 입문자 맞춤형 도서이 책은 독학으로 프로그래밍 언어를 처음 배우려는 입문자가 혹은 파이썬을 배우려는 입문자가 꼭 필요한 내용을 제대로 학습할 수 있도록 구성했다 무엇을 
1,Do it 점프 투 파이썬,http://book.naver.com/bookdb/book_detail.php?bid=15052904,https://bookthumb-phinf.pstatic.net/cover/150/529/15052904.jpg?type=m1&udate=20200910,박응용,18800,16920,이지스퍼블리싱,20190620,1163030910 9791163030911,파이썬 4년 연속 베스트셀러 1위 DO IT 점프 투 파이썬 전면 개정판 출시 문과생도 중고등학생도 직장인도 프로그래밍에 눈뜨게 만든 바로 그 책이 점프 투 파이썬 으로 출간되었던 이 책은 약 4년 동안의 피드백을 반영하여 초보자가 더 빠르게 입문하고 더 깊이 있게 공부할 수 있도록 개정되었다 
2,파이썬 알고리즘 인터뷰 95가지 알고리즘 문제 풀이로 완성하는 코딩 테스트 ,http://book.naver.com/bookdb/book_detail.php?bid=16406247,https://bookthumb-phinf.pstatic.net/cover/164/062/16406247.jpg?type=m1&udate=20201028,박상길,38000,34200,책만,20200715,1189909170 9791189909178,물론 파이썬으로 구현하는 코드 풀이를 통해 성능 최적화 기법 파이썬의 핵심 문법과 다양한 실용 테크닉까지 배울 수 있는 초보 개발자와 숙련 개발자 이 책은 현업과 실무에 유용한 주요 알고리즘 이론을 깊숙이 이해하고 파이썬의 핵심 기능과 문법까지 상세하게 이해할 수 있는 취업용 코딩 테스트를 
3,파이썬 데이터 과학 통계 학습 Python Data Science Statistical Learning ,http://book.naver.com/bookdb/book_detail.php?bid=20578051,https://bookthumb-phinf.pstatic.net/cover/205/780/20578051.jpg?type=m1&udate=20210528,황본현우|정지현,29000,26100,정보문화사,20210525,8956749078 9788956749075,파이썬으로 데이터 과학 완전 정복 이 책에서는 데이터 과학 데이터 분석을 위한 가장 보편적인 프로그래밍 언어인 파이썬을 다룬다 파이썬의 설치 방법과 기본적인 지식부터 차근차근 설명해나간다 자료형 변수 예약어 식별자 리터럴 상수 등 파이썬의 기초부터 넘파이 판다스 사이파이 사이킷런 등 
4,모두의 파이썬 20일 만에 배우는 프로그래밍 기초 ,http://book.naver.com/bookdb/book_detail.php?bid=14126163,https://bookthumb-phinf.pstatic.net/cover/141/261/14126163.jpg?type=m1&udate=20210210,이승찬,12000,10800,길벗,20181009,1160505853 9791160505856,파이썬 분야 어린이 코딩 교육 분야 2년 연속 베스트셀러 개정판 출간 즐겁게 시작하는 나의 첫 프로그래밍 프로그래밍을 한 번도 해본 적이 없어도 괜찮다 파이썬이 무엇인지 몰라도 상관 없다 어느새 파이썬 프로그램으로 멋진 그림을 그리고 계산을 하고 간단한 게임을 만들고 수학 문제를 
5,선형대수와 통계학으로 배우는 머신러닝 with 파이썬 선형대수와 통계학으로 배우는 머신러닝 with 파이썬 ,http://book.naver.com/bookdb/book_detail.php?bid=17853038,https://bookthumb-phinf.pstatic.net/cover/178/530/17853038.jpg?type=m1&udate=20210416,장철원,37500,33750,비제이퍼블릭,20210126,1165920395 9791165920395,머신러닝에 필요한 선형대수 통계학 최적화 이론부터 파이썬 사이킷런 텐서플로를 활용한 실습까지 선형대수와 통계학으로 배우는 머신러닝 with 파이썬 은 머신러닝의 기본적인 사용 방법뿐만 아니라 통계학 선형대수 최적화 이론 등 머신러닝에 필요한 배경 이론까지 다룬다 머신러닝 알고리즘을 
6,컴퓨팅 사고와 파이썬 문제해결을 위한 ,http://book.naver.com/bookdb/book_detail.php?bid=20581232,https://bookthumb-phinf.pstatic.net/cover/205/812/20581232.jpg?type=m1&udate=20210602,김지연,24000,21600,한빛아카데미(교재),20210531,1156645379 9791156645375,컴퓨팅 사고의 개념을 이해하고 파이썬을 활용하여 문제를 해결한다 이 책은 크고 작은 여러 가지 유형의 문제를 해결하는 과정을 통해 컴퓨팅 사고를 향상한다 또한 프로그래밍을 처음 접할 때에도 쉽게 익힐 수 있는 파이썬을 사용하여 프로그래밍의 기본기를 다진다 나아가 GUI 프로그래밍 데이터 
7,머신 러닝 교과서 with 파이썬 사이킷런 텐서플로 최신 넘파이 사이킷런 텐서플로 2로 배우는 머신 러닝 딥러닝 핵심 알고 ,http://book.naver.com/bookdb/book_detail.php?bid=18829375,https://bookthumb-phinf.pstatic.net/cover/188/293/18829375.jpg?type=m1&udate=20210429,세바스찬 라시카|바히드 미자리리,44000,39600,길벗,20210331,1165215187 9791165215187,파이썬 언어와 파이썬 기반의 머신 러닝 핵심 라이브러리 SciPy NumPy scikit learn Matplotlib Pandas 를 사용해 머신 러닝을 텐서플로 TensorFlow 2 를 사용해 딥러닝을 실습해본다 특히 딥러닝은 최신 텐서플로 2에 맞춰 대폭 수정 및 보강되었다 그러고 나서 GAN과 강화 학습도 자세하게 다룬다 머신 러닝과 
8,파이썬 챌린지 150개의 코딩 과제로 배운다 ,http://book.naver.com/bookdb/book_detail.php?bid=20477376,https://bookthumb-phinf.pstatic.net/cover/204/773/20477376.jpg?type=m1&udate=20210514,니콜라 레이시 지음|황반석,11200,10080,제이펍,20210512,1191600017 9791191600018,150개의 챌린지 코딩 과제 로 배우는 파이썬 코딩 영국의 캠브리지 대학교에서 출판한 이 책은 핵심 위주의 문법 설명 그리고 그 문법 이해를 도와주는 간결한 예제 이어서 독자들의 도전 의식을 자극하는 150개의 코딩 챌린지 도전 과제 가 이어지는 구성을 취하고 있습니다 난이도가 점차 높아지는 150개의 
9,이것이 취업을 위한 코딩 테스트다 with 파이썬 취업과 이직을 결정하는 알고리즘 인터뷰 완벽 가이드 C C 자바 코드 제공 ,http://book.naver.com/bookdb/book_detail.php?bid=16439154,https://bookthumb-phinf.pstatic.net/cover/164/391/16439154.jpg?type=m1&udate=20200928,나동빈,34000,30600,한빛미디어,20200805,1162243074 9791162243077,8가지 핵심 알고리즘 이론을 쉽게 설명하고 관련 실전 문제를 풀이했다 출제 유형 분석 이론 설명 기출문제 풀이까지 어떤 코딩 테스트도 이 책 한 권으로 대비할 수 있을 것이다 코딩 테스트에서 주로 선택하는 파이썬을 기반으로 설명되어 있으며 파이썬 코드 외에도 C C 자바 코드를 추가로 제공한다 
10,고성능 파이썬 파이썬 성능 잠재력을 끌어내는 실용적인 개발 전략서 2판 ,http://book.naver.com/bookdb/book_detail.php?bid=18992661,https://bookthumb-phinf.pstatic.net/cover/189/926/18992661.jpg?type=m1&udate=20210509,미샤 고렐릭.이안 오스발트 지음|오현석,36000,32400,한빛미디어,20210510,1162244216 9791162244210,파이썬의 성능을 제대로 올려주는 코드 작성법 파이썬 코드가 제대로 동작하더라도 더 빠르게 실행되도록 해야 할 때가 있다 이 책은 파이썬 3에 맞춰 내용을 보강한 개정판으로 처리할 데이터 용량이 큰 프로그램의 병목현상을 찾고 이를 해결해 성능을 향상하는 방법을 알려준다 프로그램 설계 시 여러 선택 
11,파이썬으로 살펴보는 아키텍처 패턴 TDD DDD EDM 적용하기 TDD DDD EDM 적용하기 ,http://book.naver.com/bookdb/book_detail.php?bid=20554246,https://bookthumb-phinf.pstatic.net/cover/205/542/20554246.jpg?type=m1&udate=20210531,해리 퍼시벌|밥 그레고리,32000,28800,한빛미디어,20210603,1162244313 9791162244319,아키텍처 패턴의 기초부터 활용까지 다루는 실전 가이드 파이썬을 활용한 프로젝트의 규모가 커지면서 육각형 클린 아키텍처 이벤트 기반 아키텍처 낮추고 테스트 스위트에서 최선의 가치를 얻는 방법을 알려준다 또한 자바나 C 보다 간단하고 우아한 파이썬 코드의 장점을 잘 살려 각 패턴을 설명한다 
12,모두의 파이썬 20일 만에 배우는 프로그래밍 기초 ,http://book.naver.com/bookdb/book_detail.php?bid=10541921,https://bookthumb-phinf.pstatic.net/cover/105/419/10541921.jpg?type=m1&udate=20181102,이승찬,12000,,길벗,20160509,1186978899 9791186978894,파이썬이 무엇인지 몰라도 상관 없다 모두의 파이썬 은 어려운 개념과 복잡한 이론 설명은 최대한 줄이고 초보자가 프로그래밍을 쉽게 배울 수 어느새 파이썬 프로그램으로 멋진 그림을 그리고 계산을 하고 간단한 게임을 만들고 수학 문제를 푸는 자신을 발견하게 될 것이다 모두의 파이썬 으로 
13,파이썬을 이용한 비트코인 자동매매 실시간 자동매매 시스템 개발 입문 개정판 ,http://book.naver.com/bookdb/book_detail.php?bid=18214660,https://bookthumb-phinf.pstatic.net/cover/182/146/18214660.jpg?type=m1&udate=20210316,유대표|조대표,27000,24300,파이스탁,20210322,1196608814 9791196608811,이 책은 최근 인기 있는 프로그래밍 언어인 파이썬을 사용하여 국내 3대 거래소 코빗 빗썸 업비트 프로그래밍 경험이 없는 일반인을 대상으로 파이썬 기초 문법부터 시작하여 24시간 실시간 자동 있어 파이썬을 처음 배우는 분들이 유익하고 재미있게 프로그래밍을 배울 수 있도록 합니다 책에서 
14,데이터 과학을 위한 통계 데이터 분석에서 머신러닝까지 파이썬과 R로 살펴보는 50가지 핵심 개념 2판 ,http://book.naver.com/bookdb/book_detail.php?bid=19068565,https://bookthumb-phinf.pstatic.net/cover/190/685/19068565.jpg?type=m1&udate=20210501,피터 브루스,34000,30600,한빛미디어,20210507,1162244186 9791162244180,파이썬과 R로 필요한 만큼만 배우는 실용주의 통계학통계 기법은 데이터 과학의 핵심이지만 데이터 과학자가 고전 통계를 낱낱이 알아야 하는 것은 2판에는 기존 R 코드와 호응하는 파이썬 코드를 새롭게 추가했다 이 책으로 필요한 이론을 적재적소에 잘 활용하는 실력 있는 데이터 과학자로 거듭나길 
15,파이썬 비동기 라이브러리 Asyncio 대규모 병행성 작업을 위한 비동기 프로그래밍 ,http://book.naver.com/bookdb/book_detail.php?bid=18992958,https://bookthumb-phinf.pstatic.net/cover/189/929/18992958.jpg?type=m1&udate=20210506,케일럽 해팅,18000,16200,한빛미디어,20210501,1162244194 9791162244197,비동기 프로그래밍의 지름길 ASYNCIO비동기 프로그래밍을 위한 파이썬 라이브러리 ASYNCIO를 다루는 실용서다 대규모 동시성 작업과 높은 안전을 보장하는 ASYNCIO를 다양한 사례로 소개한다 예제를 통해 파이썬의 기존 방식과 새로운 비동기 방식의 차이점을 실용적인 관점에서 설명하고 ASYNC 
16,파이썬 머신러닝 완벽 가이드 다양한 캐글 예제와 함께 기초 알고리즘부터 최신 기법까지 배우는 ,http://book.naver.com/bookdb/book_detail.php?bid=16238302,https://bookthumb-phinf.pstatic.net/cover/162/383/16238302.jpg?type=m1&udate=20200423,권철민,38000,34200,위키북스,20200207,1158391927 9791158391928,자세한 이론 설명과 파이썬 실습을 통해 머신러닝을 완벽하게 배울 수 있습니다 파이썬 머신러닝 완벽 가이드 는 이론 위주의 머신러닝 책에서 탈피해 다양한 실전 예제를 직접 구현해 보면서 머신러닝을 체득할 수 있도록 만들었습니다 캐글과 UCI 머신러닝 리포지토리에서 난이도가 있는 실습 
17,Do it 첫 코딩 with 파이썬 보통 사람이 알아야 할 프로그래밍 기초 ,http://book.naver.com/bookdb/book_detail.php?bid=17727701,https://bookthumb-phinf.pstatic.net/cover/177/277/17727701.jpg?type=m1&udate=20210323,정동균,18000,16200,이지스퍼블리싱,20210115,1163032158 9791163032151,첫 코딩 파이썬 버전 출간 국내 최초 문과식 코딩 입문서 147가지 비유와 그림 무료 온라인 첫 코딩 이 파이썬 버전으로 출간 되었습니다 공대생도 놀란 책 에 걸맞은 147가지 비유와 첫 코딩 자바 버전보다 80쪽 늘어난 이 책에서는 특별히 파이썬으로 코딩하면 만나게 될 데이터 
18,파이썬으로 시작하는 캐글 입문에서 컴피티션까지 ,http://book.naver.com/bookdb/book_detail.php?bid=18870679,https://bookthumb-phinf.pstatic.net/cover/188/706/18870679.jpg?type=m1&udate=20210407,이시하라 쇼타로.무라타 히데키 지음|윤인성,18000,16200,제이펍,20210419,1190665840 9791190665841,튜토리얼 형태의 캐글 머신러닝 입문서 어렵기만 한 머신러닝 세계에서 서로 지식을 나누고 공유할 수 있는 동료도 사귀고 서로 교류하며 경쟁을 통해 한층 더 실력을 갈고 닦을 수 있도록 캐글의 바다를 헤쳐 나아가는 데 도움을 주는 친절한 설명과 샘플 코드도 함께 제공합니다 생초보부터 일정 수준의 
19,똑똑한 파이썬 개정판 주니어를 위한 최적의 코딩 학습서 ,http://book.naver.com/bookdb/book_detail.php?bid=20567964,https://bookthumb-phinf.pstatic.net/cover/205/679/20567964.jpg?type=m1&udate=20210602,황재호|황예린,18000,16200,인포앤북,20210601,1196440980 9791196440985,이 책은 2019년 출간된 똑똑한 파이썬 의 개정판으로 파이썬이 처음인 초중학생을 대상으로 문제 풀이 위주로 파이썬을 재미있게 공부할 수 있도록 고안되었습니다 이번 개정판에서는 기존의 책이 가지고 있던 장점인 아이들에게 친근한 일러스트 편집 쉬운 예제 중심의 학습 등은 그대로 유지하고 
20,파이썬 증권 데이터 분석 파이썬 입문 웹 스크레이핑 트레이딩 전략 자동 매매 ,http://book.naver.com/bookdb/book_detail.php?bid=16381920,https://bookthumb-phinf.pstatic.net/cover/163/819/16381920.jpg?type=m1&udate=20201117,김황후,32000,28800,한빛미디어,20200701,1162243201 9791162243206,투자 기법과 프로그래밍 기술로 자신만의 퀀트 투자 시스템을 완성하라 파이썬 증권 데이터 분석 은 웹 스크레이핑으로 증권 데이터를 주기적으로 자동 수집 분석 자동 매매 예측하는 전 과정을 파이썬으로 직접 구현한다 그 과정에서 금융 데이터 처리 기본 라이브러리 팬더스 부터 주가 
21,파이썬과 데이터 과학 따라하며 배우는 ,http://book.naver.com/bookdb/book_detail.php?bid=17718057,https://bookthumb-phinf.pstatic.net/cover/177/180/17718057.jpg?type=m1&udate=20210509,천인국|박동규|강영민,26000,24700,생능출판,20201228,897050477X 9788970504773,최근 가장 빠르게 인기를 얻고 있는 프로그래밍 언어는 바로 파이썬이다 그 속도는 놀라울 정도로 빠르며 새롭게 프로그래밍 언어를 배우는 이들이 가장 많이 시작하는 언어로 자리 잡았다 다른 언어를 주로 사용하던 프로그래머들도 파이썬을 접하고 나서는 자신이 사용하는 프로그래밍 언어 목록에서 파이썬 
22,Do it 장고 부트스트랩 파이썬 웹 개발의 정석 웹 기초부터 블로그 개발 배포 운영까지 만들면서 배우는 웹 개발 A to Z ,http://book.naver.com/bookdb/book_detail.php?bid=17717279,https://bookthumb-phinf.pstatic.net/cover/177/172/17717279.jpg?type=m1&udate=20210318,이성용|김태곤,32000,28800,이지스퍼블리싱,20210118,1163032069 9791163032069,만들면서 배우는 파이썬 웹 개발 A to Z 파이썬 기초 문법만 알면 나만의 블로그 사이트를 만들 수 있다 이 책은 블로그 웹 사이트를 만드는 실습을 이 과정에서 HTML CSS 자바스크립트부터 부트스트랩 파이썬 웹 프레임워크 장고 Django 도커 Docker 아마존 웹 서비스 AWS 까지 웹 사이트를 만들고 배포할 
23,파이썬 스킬 업 기초를 넘어서 파이썬을 파이썬답게 사용하자 ,http://book.naver.com/bookdb/book_detail.php?bid=20569414,https://bookthumb-phinf.pstatic.net/cover/205/694/20569414.jpg?type=m1&udate=20210601,브라이언 오버랜드|존 베넷,40000,36000,길벗,20210531,1165215675 9791165215675,기초를 넘어서 파이썬 고수로 성장하는 첫걸음 런타임 효율성 고급 문법 람다 함수 정규표현식 이 책으로 파이썬 전체 기본 문법을 깊은 수준으로 처음부터 끝까지 훑어보면서 그 과정에서 학습한 또한 스킬 업할 수 있는 다양한 주제들도 함께 설명하므로 파이썬 기초를 익힌 후 다음 단계로 나아가고 
24,모두의 데이터 분석 with 파이썬 실생활 예제로 시작하는 데이터 분석 첫걸음 ,http://book.naver.com/bookdb/book_detail.php?bid=14820571,https://bookthumb-phinf.pstatic.net/cover/148/205/14820571.jpg?type=m1&udate=20210509,송석리|이현아,18000,16200,길벗,20190425,1160507813 9791160507812,데이터 다운로드부터 정제 문제 해결 방법 구상 파이썬 코드로 구현까지 차근차근 진행하면서 초보자가 데이터 분석의 성공적인 첫걸음을 내딛도록 최소한의 파이썬 문법만을 사용하여 설명하므로 프로그래밍 경험이 적은 사람도 충분히 따라 할 수 있습니다 이제 데이터 분석 전문가가 아니어도 자신의 
25,Do it 파이썬 생활 프로그래밍 웹 크롤링부터 데이터 분석까지 내 손으로 직접 만든다 ,http://book.naver.com/bookdb/book_detail.php?bid=16437083,https://bookthumb-phinf.pstatic.net/cover/164/370/16437083.jpg?type=m1&udate=20200902,김창현,20000,18000,이지스퍼블리싱,20200727,1163031739 9791163031734,집필한 파이썬 생활 프로그래밍 책 웹 크롤링부터 데이터 분석까지 11가지 프로그램을 내 손으로 직접 만든다 이 책은 생활 프로그래머 김창현 박사가 일상과 업무에서 파이썬 프로그래밍을 활용한 경험을 이 프로그램들은 파이썬 문법을 한 번이라도 배운 적이 있는 사람이라면 누구나 따라 할 수 있는 
26,파이썬 해킹 레시피 웹 크롤링 및 취약점 진단 도구를 구현해보는 정보 보안 실습 ,http://book.naver.com/bookdb/book_detail.php?bid=20579892,https://bookthumb-phinf.pstatic.net/cover/205/798/20579892.jpg?type=m1&udate=20210531,공재웅,26000,23400,비제이퍼블릭,20210604,1165920727 9791165920722,이 책에서만 볼 수 있는 파이썬 요리 비법 대공개 해킹 도구를 파이썬으로 직접 만들며 공부해보자파이썬은 서버 머신러닝 자동화 분야에 이미 광범위하게 이용되고 있어 하나의 언어로 여러 분야에 적용 가능하다 또한 개발 입문자부터 데이터 분석가 기업 실무자에 이르기까지 그 수요가 많다 이 
27,Do it 첫 파이썬 게임하듯 배우는 나의 첫 프로그래밍 책 ,http://book.naver.com/bookdb/book_detail.php?bid=16324192,https://bookthumb-phinf.pstatic.net/cover/163/241/16324192.jpg?type=m1&udate=20210106,엘리스 코딩,14000,12600,이지스퍼블리싱,20200410,1163031569 9791163031567,왕초보 맞춤 파이썬 입문서초등 고학년부터 필수인 코딩 주인공 엘리스 토끼 와 함께 게임하듯 배우세요 176가지 그림과 45가지 코딩 문제를 풀다 마지막 과제인 점심 메뉴 추첨기 프로그램까지 만들면 파이썬 이수증 도 드립니다 제대로 설계된 코딩 교육 콘텐츠를 찾는 학생 학부모 선생님은 
28,Effective Python 2nd 이펙티브 파이썬 파이썬 코딩의 기술 똑똑하게 코딩하는 법 개정판 ,http://book.naver.com/bookdb/book_detail.php?bid=16876960,https://bookthumb-phinf.pstatic.net/cover/168/769/16876960.jpg?type=m1&udate=20201222,브렛 슬라킨 지음|오현석,32000,28800,길벗,20201030,1165213192 9791165213190,아마존 파이썬 프로그래밍 분야 베스트셀러 Effective Python 전면 개정 증보판 파이썬의 매력과 강점을 이용해 강력하고 우수한 성능의 코드를 작성하는 90가지 방법 파이썬다운 방식으로 프로그램을 작성하는 방법 파이썬을 사용하는 가장 좋은 방법에 대한 통찰을 담았다 2판에서는 파이썬 3 
29,효율적 개발로 이끄는 파이썬 실천 기술 파이썬에 숨겨진 힘을 이용해 개발 효율을 높이자 ,http://book.naver.com/bookdb/book_detail.php?bid=18897030,https://bookthumb-phinf.pstatic.net/cover/188/970/18897030.jpg?type=m1&udate=20210507,스야마 레이,22000,19800,제이펍,20210419,1190665875 9791190665872,파이써닉한 개발자로 거듭나고 싶은 분께 추천합니다 이 책은 이제부터 파이썬을 시작하고자 하는 프로그래밍 경험자들에게 가장 적합한 파이썬 입문서입니다 평소 파이썬을 사용하고 있는 분들도 더욱 자신감을 갖고 파이썬을 쓸 수 있도록 실력을 한 단계 업그레이드하는 데 활용할 수 있습니다 파이썬의 
30,파이썬 딥러닝 파이토치 Python Deep Learning PyTorch ,http://book.naver.com/bookdb/book_detail.php?bid=16778336,https://bookthumb-phinf.pstatic.net/cover/167/783/16778336.jpg?type=m1&udate=20210509,이경택|방성수|안상준,25000,22500,정보문화사,20201008,8956748578 9788956748573,파이썬은 선택이 아닌 필수 파이토치로 딥러닝 입문하기 이 책은 딥러닝 기술에 초점을 두고 딥러닝을 구현하기 위해 파이썬을 이용하는데 머신러닝 라이브러리인 파이토치를 활용하여 다양한 텐서를 지원하는 방법을 알아본다 파이토치는 파이썬 코딩과 비슷하기 때문에 언어가 어렵지 않다 
31,파이썬 머신러닝 판다스 데이터 분석,http://book.naver.com/bookdb/book_detail.php?bid=15028524,https://bookthumb-phinf.pstatic.net/cover/150/285/15028524.jpg?type=m1&udate=20210317,오승환,25000,22500,정보문화사,20190615,8956748330 9788956748337,데이터 과학자가 되기 위한 첫걸음 파이썬 초급자나 중급자가 데이터 분석과 머신러닝을 배우고자 마음먹었다면 이 책을 선택해야 한다 필수 그 출발 선상에 섰다면 이 책과 함께 예제코드를 하나씩 실행해보면 파이썬 데이터 분석을 즐기고 있는 본인을 발견할 것이다 학습에 필요한 예제 코드와 
32,파이썬 for Beginner 쉽고 빠르게 익히는 프로그래밍의 기본 원리 ,http://book.naver.com/bookdb/book_detail.php?bid=15871779,https://bookthumb-phinf.pstatic.net/cover/158/717/15871779.jpg?type=m1&udate=20210509,우재남,23000,22310,한빛아카데미,20200106,1156644666 9791156644668,① 기본으로 필요한 내용만 쉽게 담았습니다 ② IT 비전공자나 저학년 학생들에게 공통으로 필요한 기능 위주로 담되 후반부에는 IT 관련 학과나 실무자에게도 도움이 되는 심화 내용을 일부 담아 수강생 수준에 따라 다양하게 활용할 수 있습니다 ③ 장별로 작은 프로그램 2개를 만들면서 주요 문법을 
33,엑셀 자동화 with 파이썬 일 잘하는 직장인을 위한 위키북스 프로그래밍 프랙티스 시리즈 27 복잡하고 지루한 반복 업무를 쉽고 빠르게 해치우는 방법 ,http://book.naver.com/bookdb/book_detail.php?bid=16894128,https://bookthumb-phinf.pstatic.net/cover/168/941/16894128.jpg?type=m1&udate=20210305,최은석,30000,27000,위키북스,20201110,1158392265 9791158392260,파이썬을 활용해 엑셀 파일과 데이터를 자유자재로 다루자 엑셀은 기능이 풍부하고 사용하기가 쉬워서 오랫동안 사랑받아온 프로그램이지만 대량의 이 책은 파이썬을 이용해 엑셀 업무를 자동화하는 방법을 다룹니다 기본적인 파이썬 문법부터 데이터 분석과 엑셀 자동화까지 상세히 설명하고 있어 파이썬을 
34,파이썬으로 만드는 OpenCV 프로젝트 간단한 영상 입출력부터 머신러닝까지 ,http://book.naver.com/bookdb/book_detail.php?bid=14652444,https://bookthumb-phinf.pstatic.net/cover/146/524/14652444.jpg?type=m1&udate=20190326,이세우,36000,32400,인사이트,20190328,8966262414 9788966262410,이 책은 누구나 쉽게 접근할 수 있는 파이썬 언어를 기반으로 기초적인 영상 출력에서부터 영상 합성과 블렌딩 컨볼루션 연산을 이용한 영상 필터 객체 인식과 추적 그리고 머신러닝까지 OPENCV의 주요한 부분을 대부분 다룬다 다소 어렵고 딱딱할 수 있는 배경 이론을 중학교 수학 수준에서 크게 벗어나지 
35,모두의 인공지능 with 파이썬 누구나 쉽게 시작하는 딥러닝 기초 프로그래밍 ,http://book.naver.com/bookdb/book_detail.php?bid=17664105,https://bookthumb-phinf.pstatic.net/cover/176/641/17664105.jpg?type=m1&udate=20210203,이영호,22000,19800,길벗,20201228,1165213982 9791165213985,파이썬을 모르는 사람도 볼 수 있도록 기초 파이썬 문법을 짚어주고 개발 환경 코랩 텐서플로 케라스 을 구축하는 방법도 상세히 알려준다 뒤에서는 앞에서 배운 원리를 활용하여 실제로 인공지능 모델을 만들어 본다 손글씨로 쓴 숫자를 인식하는 인공지능 코로나 19 확진자 수를 예측하는 인공지능 
36,처음 시작하는 파이썬 파이썬 패키지를 활용한 모던 컴퓨팅 입문 2판 ,http://book.naver.com/bookdb/book_detail.php?bid=16588295,https://bookthumb-phinf.pstatic.net/cover/165/882/16588295.jpg?type=m1&udate=20201012,빌 루바노빅 지음|최길우,36000,32400,한빛미디어,20200824,1162243333 9791162243336,전 세계 1등 언어 파이썬을 파이썬답게 쓰게 해주는 최고의 안내서이 책은 프로그래밍을 막 시작하는 입문자나 이미 다른 프로그래밍 언어를 학습한 개발자가 파이썬을 쉽고 빠르게 배울 수 있게 안내한다 1판과 다르게 2판은 1부와 2부로 나뉘었다 1부에서는 테스팅 디버깅 코드 재사용 방법 기타 
37,C 과 파이썬을 활용한 OpenCV 4 프로그래밍 컴퓨터 비전 기초 이론부터 머신러닝을 활용한 영상 처리 프로젝트까지 ,http://book.naver.com/bookdb/book_detail.php?bid=18872549,https://bookthumb-phinf.pstatic.net/cover/188/725/18872549.jpg?type=m1&udate=20210417,윤대희,36000,32400,위키북스,20210415,1158392559 9791158392550,또한 C 과 파이썬이라는 두 가지 프로그래밍 언어로 구성돼 있어 C 이나 파이썬 개발자분들이 손쉽게 OPENCV를 배울 수 있는 영상처리 입문서입니다 이 책에서는 OPENCV를 폭넓게 활용할 수 있도록 머신러닝 딥러닝 모듈을 비롯해 TESSERACT OCR과 텐서플로 TENSORFLOW 등을 활용해 영상 처리 
38,파이썬과 케라스를 이용한 딥러닝 강화학습 주식투자 개정판 위키북스 데이터 사이언스 시리즈 55 퀀트 투자 알고리즘 트레이딩을 위한 최첨단 해법 입문 ,http://book.naver.com/bookdb/book_detail.php?bid=16330711,https://bookthumb-phinf.pstatic.net/cover/163/307/16330711.jpg?type=m1&udate=20200418,퀀티랩,28000,25200,위키북스,20200427,1158392036 9791158392031,실제 주식 데이터를 이용해 파이썬으로 강화학습 주식투자 프로그램을 직접 구현해 봅니다 강화학습은 스스로 학습하는 머신러닝 기법으로 주식 데이터 학습에 잘 적용되는 기법입니다 이 책은 파이썬을 이용한 강화학습 기반의 주식투자 시뮬레이션 프로그램 개발에 대해 설명합니다 이를 위한 이론과 코드 
39,혼자 공부하는 첫 프로그래밍 with 파이썬 1 1 과외하듯 배우는 왕초보 코딩 입문서 ,http://book.naver.com/bookdb/book_detail.php?bid=16385280,https://bookthumb-phinf.pstatic.net/cover/163/852/16385280.jpg?type=m1&udate=20200928,문현일,17000,15300,한빛미디어,20200630,1162243031 9791162243039,비전공자도 혼공 할 수 있다 1 1 과외하듯 배우는 왕초보 코딩 입문서 유튜브 강의 그림으로 보여주는 눈코딩 예제 프로그램 설치 없이 온라인 실습 부록 용어 노트 이 모든 것을 제공하기에 비전공자도 프로그래밍을 독학할 수 있습니다 이 책은 비전공자가 시중에 나온 프로그래밍 책을 이해할 수 
40,직장인을 위한 데이터 분석 실무 with 파이썬 개정판 위키북스 데이터 사이언스 시리즈 63 마케팅 영업 기획 실무 담당자를 위한 데이터 분석의 기술 ,http://book.naver.com/bookdb/book_detail.php?bid=17134126,https://bookthumb-phinf.pstatic.net/cover/171/341/17134126.jpg?type=m1&udate=20201106,이형석|장남수|전상환|정상욱,28000,25200,위키북스,20201112,1158392281 9791158392284,이 책은 파이썬을 처음 접하는 마케팅 영업 기획 실무 담당자들이 파이썬을 활용한 데이터 분석에 재미있게 빠져들 수 있도록 실제 업무에 활용할 수 있거나 흥미로운 예제로 구성돼 있습니다 이 책을 마치고 나면 데이터를 기반으로 좋은 질문에 답할 수 있는 실력을 키울 수 있을 것입니다 이 책에서 
